id,value
id_142,43.730948843473335
id_143,30.765364640022984
id_144,17.91346744682153
id_145,26.522687236888924
id_146,10.77378780108233
id_147,51.783605741244415
id_148,22.621972734866883
id_149,37.7949894627231
id_150,8.900857993210202
id_151,7.0185215724217445
id_152,24.38705128712633
id_153,6.645011016358538
id_154,14.50009303680787
id_155,41.44583838335315
id_156,8.122291646350078
id_157,37.00082502634215
id_158,10.17832972257961
id_159,18.7383949574215
id_160,41.065459987799315
id_161,17.784319916616646
id_162,11.133741192504367
id_163,7.5667501968121424
id_164,51.05576033151546
id_165,29.685600531036155
id_166,-0.647803322849651
id_167,15.187664115040512
id_168,62.73467454576814
id_169,14.06247664725761
id_170,64.3075690468215
id_171,39.66239942284621
id_172,25.83594311037042
id_173,20.458450946852025
id_174,61.68562087295863
id_175,24.533540432530618
id_176,20.807203927997893
id_177,36.57899460371697
id_178,11.737723472139304
id_179,30.273652987184327
id_180,16.850035612162966
id_181,11.36405124281108
id_182,55.30946845339139
id_183,45.41767307443615
id_184,17.35142004465545
id_185,35.57194629894342
id_186,26.536673957538
id_187,69.46830527136905
id_188,10.079772547023252
id_189,56.25804971872172
id_190,37.7357381885441
id_191,16.177909188445383
id_192,29.846818176923833
id_193,0.6129797150505536
id_194,19.36009131877216
id_195,0.7384362485201196
id_196,34.28047572087609
id_197,10.368961165744548
id_198,18.168556139586823
id_199,61.609640676957554
id_200,23.897383963306183
id_201,22.445240444007297
id_202,64.6146700370858
id_203,10.393971128204061
id_204,9.01965446070256
id_205,11.682609688844016
id_206,8.79202575559037
id_207,2.520164124359411
id_208,122.09466023342743
id_209,19.345240024419038
id_210,15.317472126467704
id_211,14.393994175882188
id_212,35.86480370997012
id_213,35.887247208058064
id_214,19.818154611363497
id_215,33.781906785006484
id_216,76.40222246387347
id_217,0.8045206363352352
id_218,13.185778795837104
id_219,33.12742934590992
id_220,16.076940679558213
id_221,11.897360443815
id_222,114.09563410219631
id_223,12.462184589153692
id_224,16.572642267037452
id_225,60.751770318149546
id_226,16.635113525013903
id_227,20.045536046282088
id_228,9.61654493166331
id_229,3.612204921199036
id_230,44.51281961799009
id_231,14.07975251305612
id_232,51.8895105786312
id_233,42.402757147457436
id_234,23.247284727390188
id_235,41.92337188608025
id_236,67.93160779113298
id_237,39.65132616971218
id_238,14.060770212555575
id_239,15.956049113823319
